,Unnamed: 0,follower_count,friend_count,geo,location,name,place,retweet_count,screen_name,source,status_id,status_text,time_zone,tmstamp,pricing,free,promo,service,fast,slow,movie_game,texting
87,87,1039,682,,Oviedo - Asturias - España,SkyTools Drones,,0,sky_tools,Unknown,592116432932052992,"dronemaniac: RT  Glenn Greenwald        ✔ ggreenwald :
Pakistanis want to know: When Will Obama Apologize for Dron… http://t.co/AgfiSy8MVM",Unknown,Sun Apr 26 00:02:13 +0000 2015,0,0,0,0,0,0,0,0
88,88,219,119,,Not_provided,Daniel Watts,,5,BamaDan78,Unknown,592116431963168769,"RT @SardinePundit: The crowd at the vomit-inducing White House Correspondents Dinner,can't wait to worship their clay-footed idol,Obama htt…",Central Time (US & Canada),Sun Apr 26 00:02:13 +0000 2015,0,0,0,0,0,0,0,0
89,89,40576,44332,,Pls #Follow Share & Debate ,Q&A: 114th Congress,,1,IamTheWindowMan,Unknown,592116431627628546,"RT @ClimateResolve: Why Obama’s Earth Day trip to the Florida Everglades was a shrewd move in the #climate debate, via @washingtonpost http…",Eastern Time (US & Canada),Sun Apr 26 00:02:12 +0000 2015,0,0,0,0,0,0,0,0
90,90,91,47,,New York ,Juan Perez,,809,Perez210Juan,Unknown,592116430239236097,"RT @BarackObama: ""We can’t surrender to the future—because we are meant to win the future."" —President Obama http://t.co/FT27suS88W #LeadOn…",Unknown,Sun Apr 26 00:02:12 +0000 2015,0,0,0,0,0,0,0,0
91,91,3771,1816,,San Francisco,meta,,1,metaquest,Unknown,592116425885556736,RT @marabout40: @stiNgo100 @metaquest why two years? They want to make sure it's not President Obama who closes it.,Pacific Time (US & Canada),Sun Apr 26 00:02:11 +0000 2015,0,0,0,0,0,0,0,0
92,92,712767,1706,,in that 1970 chevelle ss,Funk Flex !!!!!,,0,funkflex,Unknown,592116425390600192,(Photos) Russian Crook's Hack Obama's Email! - http://t.co/T1dLOTrrrq #IFWT,Eastern Time (US & Canada),Sun Apr 26 00:02:11 +0000 2015,0,0,0,0,0,0,0,0
93,93,5542,28,,Top Of The Best,IFWT,,0,InFlexWeTrust,Unknown,592116420281901056,(Photos) Russian Crook's Hack Obama's Email! - http://t.co/nrNYUEH4Uh #IFWT,Quito,Sun Apr 26 00:02:10 +0000 2015,0,0,0,0,0,0,0,0
94,94,340,2001,,"Ventura, California",Daniel James Lessley,,0,lessley_daniel,Unknown,592116418407075840,US President Barack Obama briefed on Nepal earthquake - The Economic Times http://t.co/D725VUMeyG #Nepal #NepalEarthquake,Pacific Time (US & Canada),Sun Apr 26 00:02:09 +0000 2015,0,0,0,0,0,0,0,0
95,95,7365,6601,,Not_provided,Bossy Mary Drott,,15,DrottM,Unknown,592116417572380672,"RT @2AFight: #Obama's own words about #debt... was $8T, now OVER $18T #tcot #tgdn #PJNET #ccot http://t.co/JztdnoVAjE",Unknown,Sun Apr 26 00:02:09 +0000 2015,0,0,0,0,0,0,0,0
96,96,1136,1802,,"francophonies, compte certifié",JamesDarlays,,15,DarlaysJames,Unknown,592116417362812928,"RT @cspan: ""Oh God, it's Mom.""  @mamawoodhouse with President Obama &amp; @FLOTUS Michelle Obama. #WHCD #WHCD2015 #NerdProm http://t.co/uD7KNzq…",London,Sun Apr 26 00:02:09 +0000 2015,0,0,0,0,0,0,0,0
97,97,439,1344,,"Albuquerque, NM",ABQ Satellite TV,,0,ABQSatellite,Unknown,592116417014714371,Sanjay Gupta on ‘Weed 3': Obama Is Pulling for Pot - http://t.co/GvPb1JCIgy #TV,Unknown,Sun Apr 26 00:02:09 +0000 2015,0,0,0,0,0,0,0,0
98,98,5,0,,"Brisbane, Australia",Jon Whitty,,0,jon_whigty,Unknown,592116414778998784,"With only 2 of the worlds oil reserves, we cant just drill our way to lower gas prices, President Obama, 2012",Unknown,Sun Apr 26 00:02:08 +0000 2015,1,0,0,0,0,0,0,0
99,99,53,168,,Not_provided,johanna PS,,87,theJoPis,Unknown,592116413520879616,RT @Reuters: Russian hackers read Obama's unclassified emails last year: NYT http://t.co/m8rq1Hvh2O,Unknown,Sun Apr 26 00:02:08 +0000 2015,0,0,0,0,0,0,0,0
100,100,23,73,,Not_provided,jCf,,1,anJjJjels,Unknown,592116373784043521,"RT @Fribbitt: RT @TunaCharlie: 10 RINO Republicans cause Obama's dreams to come true with appointment of Loretta Lynch. #GOP says, ""Huh?"" (…",Eastern Time (US & Canada),Sun Apr 26 00:01:59 +0000 2015,0,0,0,0,0,0,0,0
101,101,27,322,,Not_provided,JT,,0,WDCBOOMER,Unknown,592116372685062144,Elizabeth Warren Tells Obama To Put Up Or Shut Up On Trade http://t.co/HHC6QGhxHw via @HuffPostPol,Unknown,Sun Apr 26 00:01:58 +0000 2015,0,0,0,0,0,0,0,0
102,102,19212,14876,,Not_provided,۵ ♥حسن کمال طاہر ♥ ۵,,0,hkTjee,Unknown,592116371317723136,"China News- Russian Hackers Read Obama’s Unclassified Emails, Officials Say http://t.co/IQo1wS2SLX",Karachi,Sun Apr 26 00:01:58 +0000 2015,0,0,0,0,0,0,0,0
103,103,1326,1496,,"Greenwood, IN",Mike Briggs,,184,MikeBriggs32,Unknown,592116369220468736,"RT @hale_razor: Maybe if Obama's IRS reviewed Democrats as closely as it did conservatives it would've found Hillary's ""errors"" before Reut…",Atlantic Time (Canada),Sun Apr 26 00:01:58 +0000 2015,0,0,0,0,0,0,0,0
104,104,6285,6161,,My partner of 42 yrs @Paulx54 ,maggie ,,15,jungmuse,Unknown,592116368733970432,"RT @cspan: ""Oh God, it's Mom.""  @mamawoodhouse with President Obama &amp; @FLOTUS Michelle Obama. #WHCD #WHCD2015 #NerdProm http://t.co/uD7KNzq…",Central Time (US & Canada),Sun Apr 26 00:01:57 +0000 2015,0,0,0,0,0,0,0,0
105,105,90,192,,Not_provided,Annie M,,0,SaucyMoffit,Unknown,592116368536895488,@RNRWashington @MileHiLady52   Obama will only pardon her.,Eastern Time (US & Canada),Sun Apr 26 00:01:57 +0000 2015,0,0,0,0,0,0,0,0
106,106,489,1321,,"Gardena, Ca",Al Guzman,,0,celestialwizard,Unknown,592116367773466625,"Malik Obama Says Barack is Dishonest, a Schemer &amp; Frank Marshall Davis May Be His Real Father http://t.co/6CQNIUPpGd",Pacific Time (US & Canada),Sun Apr 26 00:01:57 +0000 2015,0,0,0,0,0,0,0,0
107,107,473,383,,Not_provided,mirta lanzone,,1,mariposadefurgo,Unknown,592116365785493505,"RT @mavica7: Hackers rusos accedieron a emails de Obama

http://t.co/iCBxR8MyDR",Unknown,Sun Apr 26 00:01:57 +0000 2015,0,0,0,0,0,0,0,0
108,108,109,175,,Leicester,Harry Tse,,50688,harri_tse,Unknown,592116364401336321,RT @BarackObama: #ClimateChangeIsReal. So is President Obama's 3-point game. http://t.co/M27bxCqJSG,Unknown,Sun Apr 26 00:01:56 +0000 2015,0,0,0,0,0,0,1,0
109,109,135,135,,"Lasgidi,calabar",Kendrick_nawa,,138,Pope_Ice,Unknown,592116364321628160,"RT @cnnbrk: Obama's motorcade arrives at #WHCD, met by waving, cheering crowd. Watch CNNgo http://t.co/nM0NMNkNCE",Unknown,Sun Apr 26 00:01:56 +0000 2015,0,0,0,0,0,0,0,0
110,110,1516,1989,,Not_provided,@CTGJR,,0,CtgjrJr,Unknown,592116363377975297,"Russian Hackers Read Obama’s Unclassified Emails, Officials Say http://t.co/OcoCLzwKSv",Unknown,Sun Apr 26 00:01:56 +0000 2015,0,0,0,0,0,0,0,0
111,111,85,134,,Not_provided,she,,7,fandomheros,Unknown,592116361423261697,"RT @Nikkiqueen11: RT for a solo dm with Barack Obama! 🌟
Follow me so I can add you! 🌴",Unknown,Sun Apr 26 00:01:56 +0000 2015,0,0,0,0,0,0,0,0
112,112,1630,1425,,Not_provided,Claude Rains,,0,QuitterC,Unknown,592116360496467968,"Usa, Nyt: hacker russi hanno letto e-mail di Obama - Si tratterebbe di corrispondenza non coperta da segreto http://t.co/jfRvcFiBvy",Rome,Sun Apr 26 00:01:55 +0000 2015,0,0,0,0,0,0,0,0
113,113,1334,746,,Brussels,ISO,,0,ISObserver,Unknown,592116356373413888,Russian hackers read Obama's unclassified emails last year: NYT http://t.co/203F809YMo,Brussels,Sun Apr 26 00:01:55 +0000 2015,0,0,0,0,0,0,0,0
114,114,20005,15629,,Badassistan,IPayMyJizyaWith.357,,1,SonofLiberty357,Unknown,592116355870035968,RT @EintheD1: Vice President Cheney was right about Barack HUSSEIN Obama from day one... https://t.co/fV9STPALha,Central Time (US & Canada),Sun Apr 26 00:01:54 +0000 2015,0,0,0,0,0,0,0,0
115,115,407,535,,México ,Karla ,,6,KarlaaEscobaar_,Unknown,592116355375075328,RT @biebsuschrist: if nash grier gets a picture with obama im gonna kill myself,Monterrey,Sun Apr 26 00:01:54 +0000 2015,0,0,0,0,0,0,0,0
116,116,53321,48263,,"VA/Washington, DC",debra cincioni,,0,MomsofAmerica,Unknown,592116354150473729,"via @Techmeme Russian Hackers Read Obama's Unclassified Emails, Officials Say (New York Times) http://t.co/UT8THIHsC7",Eastern Time (US & Canada),Sun Apr 26 00:01:54 +0000 2015,0,0,0,0,0,0,0,0
117,117,146,504,,Not_provided,not an apology,,0,jaureguishtxp,Unknown,592116352032247809,@sudeeee_74 when will your idiot of an idol perform for The First Lady and Obama? Two times in a row?,Eastern Time (US & Canada),Sun Apr 26 00:01:53 +0000 2015,0,0,0,0,0,0,0,0
118,118,2648,2271,,Not_provided,The Head Jerk,,0,TheHeadJerk,Unknown,592116349599494144,"It's Saturday,  Day 715 of The Obama #IRS Scandal. I wonder how Lois Lerner likes being in jail.

Oh wait I forgot, the @gop let her off.",Pacific Time (US & Canada),Sun Apr 26 00:01:53 +0000 2015,0,0,0,0,0,0,0,0
119,119,128,79,,"Mangalore / Manipal, India",Anushka S,,0,anuSHka1s,Unknown,592116349251510272,"Russian Hackers Read Obama's Unclassified Emails, Officials Say (New York Times) http://t.co/fxEzoZiJIR",Mumbai,Sun Apr 26 00:01:53 +0000 2015,0,0,0,0,0,0,0,0
120,120,312,855,,"Wellington, nz",8,,8,knersis,Unknown,592116348605452288,"RT @LI_politico: ""The TPP is little more than enhanced corporation power branded as free trade."" - The New York Times
http://t.co/pMDFRMdcM7",Auckland,Sun Apr 26 00:01:53 +0000 2015,0,1,0,0,0,0,0,0
121,121,1517,2000,,"South Jersey, NJ",Ceezar-P,,138,CeezP,Unknown,592116339701055489,"RT @cnnbrk: Obama's motorcade arrives at #WHCD, met by waving, cheering crowd. Watch CNNgo http://t.co/nM0NMNkNCE",Eastern Time (US & Canada),Sun Apr 26 00:01:51 +0000 2015,0,0,0,0,0,0,0,0
122,122,554,972,,Not_provided,Carl David Greiner,,7,CarlGreiner,Unknown,592116339419979776,"RT @2AFight: Vader reads #Obama ""How to destroy the world"" #tcot #tgdn #PJNET #SGP #RedNationRising #teaparty #ccot #LNYHBT http://t.co/20F…",Unknown,Sun Apr 26 00:01:50 +0000 2015,0,0,0,0,0,0,0,0
123,123,877,1537,,"VB, Va -Hail from Edgefield SC",Mike USC GameCock,,1,UscYr72,Unknown,592116332235128832,RT @RightWingArt: IMAGE: Obama - Failed http://t.co/nVAn3cSvNJ #nobama #fail #resist44 #dictator #treason,Unknown,Sun Apr 26 00:01:49 +0000 2015,0,0,0,0,0,0,0,0
124,124,1641,2002,,"Victoria, Tx.",simcha aliyah,,1,simchaaliyah,Unknown,592116332121862144,"RT @SusanKnowles: Russian Hackers Read Obama's Unclassified Emails, Officials Say http://t.co/cy1JmUI2KD #NowTheyKnowHisGolfSchedule",Unknown,Sun Apr 26 00:01:49 +0000 2015,0,0,0,0,0,0,0,0
125,125,556,874,,The Resistance,Lord Helmet,,71,justthetruth049,Unknown,592116329123074049,RT @trutherbot: Obama has brought more prosecutions against whistleblowers under the Espionage Act than all previous presidents combined.,Unknown,Sun Apr 26 00:01:48 +0000 2015,0,0,0,0,0,0,0,0
126,126,335,1327,,Not_provided,Samme,,0,Aerkchai,Unknown,592116328359682048,"Obama's comedy, Hollywood stargazing to be top draw at White House Correspondents' Dinner http://t.co/pRamnLBdY7",Unknown,Sun Apr 26 00:01:48 +0000 2015,0,0,0,0,0,0,0,0
127,127,567,514,,Not_provided,MAY 13 ‼️✨,,0,og_niaa,Unknown,592116326954627072,When Obama listens to earned it by The Weekend😂😂😂😂 #Obamacareforyouyouyouyou (Vine by @reemteam23) https://t.co/90WpuP0gUS,Mountain Time (US & Canada),Sun Apr 26 00:01:47 +0000 2015,0,0,0,0,0,0,0,0
128,128,78,25,,"ボストン (Boston, MA)",アラン (時々アランさん),,0,KKXG,Unknown,592116326371581954,"@JebBush At the same time, Obama is laughing it up at a WH corresponnce dinner, silencing the US Press. Unbelievable. @rupertmurdoch @wsj",Eastern Time (US & Canada),Sun Apr 26 00:01:47 +0000 2015,0,0,0,0,0,0,0,0
129,129,948,824,,Not_provided,JHONNY MULLER,,0,JHONNYRELLUM,Unknown,592116325708730368,"Russian Hackers Read Obama’s Unclassified Emails, Officials Say http://t.co/RYsYokhVS6",Alaska,Sun Apr 26 00:01:47 +0000 2015,0,0,0,0,0,0,0,0
130,130,199,200,,Washington DC,Iam_maze,,0,skish04,Unknown,592116319866224641,"Russian Hackers Read Obama’s Unclassified Emails, Officials Say http://t.co/V0YpuK3h78",Unknown,Sun Apr 26 00:01:46 +0000 2015,0,0,0,0,0,0,0,0
131,131,50,324,,Northern California,Eugenia Taylor,,0,Wildflower1016,Unknown,592116318779809792,@CNNVote OBAMA,Pacific Time (US & Canada),Sun Apr 26 00:01:46 +0000 2015,0,0,0,0,0,0,0,0
132,132,395,1565,,Not_provided,trevor d h!!!,,4,trevo42,Unknown,592116317131558914,"RT @poo_picker: Hi #FreddieGray, President Obama is about to do a comedy routine at a celebrity gala full of rich white people. Have a good…",Central Time (US & Canada),Sun Apr 26 00:01:45 +0000 2015,0,0,0,0,0,0,0,0
133,133,2529,2358,,Not_provided,quippd Politics News,,0,quippdPolitics,Unknown,592116316137369600,"Russian Hackers Read Obama’s Unclassified Emails, Officials Say http://t.co/VoCWN4FPFm",Eastern Time (US & Canada),Sun Apr 26 00:01:45 +0000 2015,0,0,0,0,0,0,0,0
134,134,116,117,,"Redding, CA ",Ryan Connelly,,343,ryan_p_connelly,Unknown,592116314266669056,RT @nytimes: Russian hackers read President Obama’s unclassified emails http://t.co/5NiYy6T70x http://t.co/aK52eTh81F,Pacific Time (US & Canada),Sun Apr 26 00:01:44 +0000 2015,0,0,0,0,0,0,0,0
135,135,382,710,,Beyond,WIntelAgency,,18,WIntelAgency,Unknown,592116314245758978,RT @thehill: Russian hackers reportedly obtained Obama's emails: http://t.co/Wt2C7xzwXP http://t.co/KUdmWPugtq,Alaska,Sun Apr 26 00:01:44 +0000 2015,0,0,0,0,0,0,0,0
136,136,2031,662,,"Washington, DC",Jeremy Art,,15,cspanJeremy,Unknown,592116314166034432,"RT @cspan: ""Oh God, it's Mom.""  @mamawoodhouse with President Obama &amp; @FLOTUS Michelle Obama. #WHCD #WHCD2015 #NerdProm http://t.co/uD7KNzq…",Quito,Sun Apr 26 00:01:44 +0000 2015,0,0,0,0,0,0,0,0
137,137,456,75,,Not_provided,internetsecuritynews,,0,AttackWarning,Unknown,592116313323118592,"#cybersecurity Russian Hackers Read Obama's Unclassified Emails, Officials Say - New York Times http://t.co/1pkielWSPp",Unknown,Sun Apr 26 00:01:44 +0000 2015,0,0,0,0,0,0,0,0
138,138,53581,53308,,"Proudly, my thoughts are my own!",Dr Alex Concorde,,0,DrAlexConcorde,Unknown,592116311053983745,ReutersWorld: Russian hackers read Obama's unclassified emails last year: NYT http://t.co/QIL76cHqx3,London,Sun Apr 26 00:01:44 +0000 2015,0,0,0,0,0,0,0,0
139,139,166,261,,Wonderland,Sam,,1,samm_me,Unknown,592116309581766656,RT @onepaynetrain: @samm_me @NiallOfficial ask Obama,Eastern Time (US & Canada),Sun Apr 26 00:01:43 +0000 2015,0,0,0,0,0,0,0,0
140,140,1633,765,,Unfiltered & Unafraid ! #USA ,On the Right→,,1,47Patriots,Unknown,592116309548105728,RT @exposeliberals: Obama Illegal alien rapes 10 year old girl in New Orleans http://t.co/onwmkHa76k #tcot #tgdn #tlot http://t.co/fAfDtohG…,Eastern Time (US & Canada),Sun Apr 26 00:01:43 +0000 2015,0,0,0,0,0,0,0,0
141,141,61,252,,Not_provided,Alfred De Souza,,0,Ajidsok,Unknown,592116303982403584,President Obama Delivers Remarks at the White House Correspondents' Association Dinner,Unknown,Sun Apr 26 00:01:42 +0000 2015,0,0,0,0,0,0,0,0
142,142,3248,837,,"Rochester, NY",Amarlie,,1,marabout40,Unknown,592116303781040128,@stiNgo100 @metaquest why two years? They want to make sure it's not President Obama who closes it.,Eastern Time (US & Canada),Sun Apr 26 00:01:42 +0000 2015,0,0,0,0,0,0,0,0
143,143,3295,995,,Atl by way of NYC,#Struggle,,17,illmatic_kid,Unknown,592116303453814784,RT @Mama4Obama1: So Roland Martin went golfing this weekend instead of going to Baltimore to cover protests but he wants to tell Pres. Obam…,Eastern Time (US & Canada),Sun Apr 26 00:01:42 +0000 2015,0,0,0,0,0,0,0,0
144,144,4933,2558,,jmkarg@gmail.com,Juan Manuel Karg,,1,jmkarg,Unknown,592116302174679041,"Según el New York Times, algunos mails de Obama fueron interceptados por hackers rusos en 2014 http://t.co/SSM14amHNQ http://t.co/ou1sjw9n7s",Brasilia,Sun Apr 26 00:01:42 +0000 2015,0,0,0,0,0,0,0,0
145,145,2462,2178,,"New Orleans, La",Mr. Incredible,,0,samueljcookiii,Unknown,592116300266270720,"""Obama talked down to black people"" by acknowledging certain realities about our communities. Okay. Sure.",Central Time (US & Canada),Sun Apr 26 00:01:41 +0000 2015,0,0,0,0,0,0,0,0
146,146,1787,934,,US,Neil,,8,NPSusa,Unknown,592116299091836928,RT @thehill: Obama tries to hold #WHCD spotlight as 2016 race crowds the stage: http://t.co/Fvz7rtk2KZ http://t.co/xPyNnY1FFU,Eastern Time (US & Canada),Sun Apr 26 00:01:41 +0000 2015,0,0,0,0,0,0,0,0
147,147,1,39,,Not_provided,Sachita Nand Bharti,,0,sachitanand11,Unknown,592116294477950977,OBAMA IS WRITTEN.....WHAT I HAVE TO TAKE FROM.....O SACHIT HE WILL GET.............WHAT HE WILL GET ?..... NARAJ HO JAEYGA BOL NARAJ HO JAEY,Unknown,Sun Apr 26 00:01:40 +0000 2015,0,0,0,0,0,0,0,0
148,148,261,288,,Not_provided,Retweet game 3hunna,,1588,Ciroc_Obama__,Unknown,592116291932069888,RT @andrewchumbley: Kris Humphries averages 8 points per game after 10 years pro and is worried about Bruce Jenner's choices smh go to prac…,Central Time (US & Canada),Sun Apr 26 00:01:39 +0000 2015,0,0,0,0,0,0,1,0
149,149,402,794,,USA,Nathan M. Bickel,,0,TheChristianMsg,Unknown,592116291554545664,"Obama, Michelle And Hillary Can Face A Similar Historical Fate: Italian Resistance Movement http://t.co/8bso2grAxA",Unknown,Sun Apr 26 00:01:39 +0000 2015,0,0,0,0,0,0,0,0
150,150,157,297,,LALA Land,MZMaëstrÖ,,0,MesutZidane,Unknown,592116291491786752,"@Phaetonv2 the most ironic thing is, Obama becoming  President was seen as a hope for black people to have more freedom and respect. its",London,Sun Apr 26 00:01:39 +0000 2015,0,1,0,0,0,0,0,0
151,151,1377,1886,,"Los Angeles, CA",Maureen Damian,,15,FactsMatter,Unknown,592116286928199680,"RT @cspan: ""Oh God, it's Mom.""  @mamawoodhouse with President Obama &amp; @FLOTUS Michelle Obama. #WHCD #WHCD2015 #NerdProm http://t.co/uD7KNzq…",Unknown,Sun Apr 26 00:01:38 +0000 2015,0,0,0,0,0,0,0,0
152,152,2846,3087,,United States of America,Peace Is Active,,1,peaceisactive,Unknown,592116284914946048,Republicans still blame huge pre-Obama crash on President Obama while ignoring progress. #gopfail #IAFaithForum #WHCD http://t.co/FIAkH596yN,Eastern Time (US & Canada),Sun Apr 26 00:01:37 +0000 2015,0,0,0,0,0,0,0,0
153,153,594,721,,Not_provided,The First Lady ,,18,FLMomNYGirl,Unknown,592116279277985792,RT @thehill: Russian hackers reportedly obtained Obama's emails: http://t.co/Wt2C7xzwXP http://t.co/KUdmWPugtq,Eastern Time (US & Canada),Sun Apr 26 00:01:36 +0000 2015,0,0,0,0,0,0,0,0
154,154,65339,2746,,Cocooned - Transforming,Jeff Johnson,,38,Jeffsnation,Unknown,592116279139508224,"RT @rolandsmartin: And since the media elite is in the room, Pres Obama should challenge them to devote the time &amp; resources to covering th…",Eastern Time (US & Canada),Sun Apr 26 00:01:36 +0000 2015,0,0,0,0,0,0,0,0
155,155,1872,2048,,Central Illinois,  Ron Wagner,,0,ronwagn,Unknown,592116278816550912,Bombshell Interview: Obama’s Brother Says Barack Is ‘Cold And Ruthless…Dishonest And A Schemer’ http://t.co/auGUug6JFp,Unknown,Sun Apr 26 00:01:36 +0000 2015,0,0,0,0,0,0,0,0
156,156,238,74,,18.01.15 ,kyra,,50688,pubarty,Unknown,592116276496994304,RT @BarackObama: #ClimateChangeIsReal. So is President Obama's 3-point game. http://t.co/M27bxCqJSG,Yakutsk,Sun Apr 26 00:01:35 +0000 2015,0,0,0,0,0,0,1,0
157,157,556,1937,,"Los Angeles, CA",Matt Jensen,,15,mattjensen88,Unknown,592116275158982656,"RT @cspan: ""Oh God, it's Mom.""  @mamawoodhouse with President Obama &amp; @FLOTUS Michelle Obama. #WHCD #WHCD2015 #NerdProm http://t.co/uD7KNzq…",Pacific Time (US & Canada),Sun Apr 26 00:01:35 +0000 2015,0,0,0,0,0,0,0,0
158,158,9368,9700,,Worldwide,newsaiya ,,0,hhaiya50,Unknown,592116273116413952,"Russian Hackers Read Obama’s Unclassified Emails, Officials Say - http://t.co/8ud1NihTyO http://t.co/whsltdHo3R",Nairobi,Sun Apr 26 00:01:35 +0000 2015,0,0,0,0,0,0,0,0
159,159,424,198,,Not_provided,ermitanya,,15,rizza_mohammad,Unknown,592116270444642304,RT @TIME: Watch live: The annual White House Correspondents' Dinner http://t.co/2DTxRiMYaU,Arizona,Sun Apr 26 00:01:34 +0000 2015,0,0,0,0,0,0,0,0
160,160,1588,2002,,Everywhere & Nowhere,Head n' Hands,,5,damaninmiddle,Unknown,592116267537989632,"RT @SardinePundit: The crowd at the vomit-inducing White House Correspondents Dinner,can't wait to worship their clay-footed idol,Obama htt…",Unknown,Sun Apr 26 00:01:33 +0000 2015,0,0,0,0,0,0,0,0
161,161,571,1644,,Twitterverse,Amy Alexis Cedeno,,15,Amy_Cedeno,Unknown,592116264052592640,RT @TIME: Watch live: The annual White House Correspondents' Dinner http://t.co/2DTxRiMYaU,Unknown,Sun Apr 26 00:01:32 +0000 2015,0,0,0,0,0,0,0,0
162,162,633,868,"{u'type': u'Point', u'coordinates': [37.24749725, -121.78162035]}",California,Olga Vazquez,"{u'full_name': u'San Jose, CA', u'url': u'https://api.twitter.com/1.1/geo/id/7d62cffe6f98f349.json', u'country': u'United States', u'place_type': u'city', u'bounding_box': {u'type': u'Polygon', u'coordinates': [[[-122.035311, 37.193164], [-121.71215, 37.193164], [-121.71215, 37.469154], [-122.035311, 37.469154]]]}, u'contained_within': [], u'country_code': u'US', u'attributes': {}, u'id': u'7d62cffe6f98f349', u'name': u'San Jose'}",0,terracotta05,Unknown,592116263549206529,"You absolutely do not get it. Obama, funded by Soros, and La Raza group.BAD RESULTS!@AmbJohnBolton @marcorubio http://t.co/S9AtoAZIrC",Unknown,Sun Apr 26 00:01:32 +0000 2015,0,0,0,0,0,0,0,0
163,163,51222,235,,Not_provided,John Siracusa,,30,siracusa,Unknown,592116262718808064,"RT @greenhousenyt: NYT's Mark @bittman: TPP is ""a blatant attack on labor, farmers, food safety, public health &amp; national sovereignty."" htt…",Eastern Time (US & Canada),Sun Apr 26 00:01:32 +0000 2015,0,0,0,0,0,0,0,0
164,164,21,237,,Universidad de Málaga,CuartopoderenRed,,31,CuartpoderenRed,Unknown,592116262509125632,RT @kenklippenstein: US drone kills 2 western hostages but NYT still can't go one sentence without defending Obama. http://t.co/1zJIk25jy4 …,Belgrade,Sun Apr 26 00:01:32 +0000 2015,0,0,0,0,0,0,0,0
165,165,800,849,,America?!,Desi Sholl,,29,DesiSholl,Unknown,592116261783482368,RT @palmaceiahome1: The day Obama leaves the White House and takes his Muslim prayer rug with him will be the best day in my life. #TheFive,Unknown,Sun Apr 26 00:01:32 +0000 2015,0,0,0,0,0,0,0,0
166,166,112,88,,Not_provided,Marilyn Gunroe,,0,MarilynGunroe,Unknown,592116259908620288,"@VICE if i were u id take this whole thing down quick , obama winning in 08? Lol this is ruining ur cred big time. Over reaching x10",Unknown,Sun Apr 26 00:01:32 +0000 2015,0,0,0,0,0,0,0,0
167,167,13440,14143,,Florida,Larry Mason,,3,larrymasonbiz,Unknown,592116257941512192,"RT @JenD1974: Elizabeth Warren fires back on Obama's #TPP left wing scolding.
#StopFastTrack  https://t.co/cIXjemv3kY",Eastern Time (US & Canada),Sun Apr 26 00:01:31 +0000 2015,0,0,0,0,0,0,0,0
168,168,1125,1044,,Malaysia,Inspiration Journal,,0,InsJournal,Unknown,592116255466856448,Reuters - World &gt; Russian hackers read Obama's unclassified emails last year: NYT http://t.co/cPKACM5nBE,Kuala Lumpur,Sun Apr 26 00:01:30 +0000 2015,0,0,0,0,0,0,0,0
169,169,2999,3049,,Right Here On The Left,K Kelly,,1,GrainOfSands,Unknown,592116255081013251,RT @Peacepox: http://t.co/jJOllSJuyg SS agents divulged sensitive info about President Obama’s movements to mitt in the final days of 2012 …,Eastern Time (US & Canada),Sun Apr 26 00:01:30 +0000 2015,0,0,0,0,0,0,0,0
170,170,97624,90318,,Los Angeles - USSA,┌П┐(•_•),,1,exposeliberals,Unknown,592116252518293504,Obama Illegal alien rapes 10 year old girl in New Orleans http://t.co/onwmkHa76k #tcot #tgdn #tlot http://t.co/fAfDtohGON,Pacific Time (US & Canada),Sun Apr 26 00:01:30 +0000 2015,0,0,0,0,0,0,0,0
171,171,65339,2746,,Cocooned - Transforming,Jeff Johnson,,125,Jeffsnation,Unknown,592116251977191424,"RT @rolandsmartin: If the unrest continues in Baltimore, Pres Obama should junk the jokes &amp; give a real speech on the reality of police bru…",Eastern Time (US & Canada),Sun Apr 26 00:01:30 +0000 2015,0,0,0,0,0,0,0,0
172,172,2738,2603,,"Indianapolis, IN",David Monroe,,0,David0Monroe,Unknown,592116249942990849,Warren to Obama: Stop making 'untrue' trade claims | TheHill http://t.co/kZmBXi1Yna,Unknown,Sun Apr 26 00:01:29 +0000 2015,0,0,0,0,0,0,0,0
173,173,152,362,,Not_provided,coyote_50,,13,coyote_50,Unknown,592116249942839296,"RT @Thomasismyuncle: If you really want to #ResistCapitalism, Cuba is open for business... prove it. Thanks Obama.",Unknown,Sun Apr 26 00:01:29 +0000 2015,0,0,0,0,0,0,0,0
174,174,1235,1616,,Taxation w/o Representation,DC,,0,costadaniel,Unknown,592116247598374912,Elizabeth Warren Tells Obama To Put Up Or Shut Up On Trade/#TPP: after President accuses her &amp; critical Dems of lying http://t.co/6ijNFcpAqt,Eastern Time (US & Canada),Sun Apr 26 00:01:29 +0000 2015,0,0,0,0,0,0,0,0
175,175,2615,2552,,Not_provided,Judy Kay,,1,Kay15Judy,Unknown,592116247321411585,RT @NaughtyBeyotch: Megyn Kelly Takes Obama Spokeswoman Marie Harf to the Woodshed! http://t.co/OnyqNntoZS,Unknown,Sun Apr 26 00:01:29 +0000 2015,0,0,0,0,0,0,0,0
